continous_index,original_index,zinc_id,smiles,src
20040,41743,ZINC000085221021,CC(C)(O)c1cccc(Br)n1,oakwood-amines-and-aromatic-N-sp2.csv
20041,41744,ZINC000085221054,CC(C)(C)OC(=O)c1c[nH]c2ccc(Br)cc12,oakwood-amines-and-aromatic-N-sp2.csv
20042,41745,ZINC000085221128,Nc1nc(C(F)(F)F)c(I)s1,oakwood-amines-and-aromatic-N-sp2.csv
20043,41746,ZINC000085221271,CC1(C)O[C@@H]2[C@@H](CN)O[C@@H](n3cnc4c(N)ncnc43)[C@@H]2O1,oakwood-amines-and-aromatic-N-sp2.csv
20044,41747,ZINC000085221403,O=C(O)/C=C/c1ccc(F)cn1,oakwood-amines-and-aromatic-N-sp2.csv
20045,41748,ZINC000085221552,O=c1cc(O)cc(C(F)(F)F)[nH]1,oakwood-amines-and-aromatic-N-sp2.csv
20046,41749,ZINC000085221609,C1CNC[C@@]2(C1)CCO2,oakwood-amines-and-aromatic-N-sp2.csv
20047,41750,ZINC000085221610,C1CNC[C@]2(C1)CCO2,oakwood-amines-and-aromatic-N-sp2.csv
20048,41751,ZINC000085221702,COc1ncc(Cl)cc1Cl,oakwood-amines-and-aromatic-N-sp2.csv
20049,41752,ZINC000085221776,Nc1ncc(Br)c2ccncc12,oakwood-amines-and-aromatic-N-sp2.csv
20050,41753,ZINC000085221844,Nc1nccc(Cl)c1C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
20051,41754,ZINC000085221879,Cc1cc(Br)c(C)cn1,oakwood-amines-and-aromatic-N-sp2.csv
20052,41755,ZINC000085221880,Fc1cc(Br)cc(F)n1,oakwood-amines-and-aromatic-N-sp2.csv
20053,41756,ZINC000085221888,O=C(O)c1c[nH]c(=O)cc1Cl,oakwood-amines-and-aromatic-N-sp2.csv
20054,41757,ZINC000085221897,COc1ccc2c(Br)ccc(C=O)c2n1,oakwood-amines-and-aromatic-N-sp2.csv
20055,41758,ZINC000085221921,O=c1ccc(I)c(F)[nH]1,oakwood-amines-and-aromatic-N-sp2.csv
20056,41759,ZINC000085221937,Brc1ccc2c(c1)OCCNC2,oakwood-amines-and-aromatic-N-sp2.csv
20057,41760,ZINC000085223435,Oc1cccc2ncc(Br)cc12,oakwood-amines-and-aromatic-N-sp2.csv
20058,41761,ZINC000085223664,Cc1cc(C=O)ncc1Br,oakwood-amines-and-aromatic-N-sp2.csv
20059,41762,ZINC000085223682,Cc1nc(C#N)ccc1Br,oakwood-amines-and-aromatic-N-sp2.csv
20060,41763,ZINC000085223685,Clc1ncc(I)cc1Br,oakwood-amines-and-aromatic-N-sp2.csv
20061,41764,ZINC000085223740,Fc1cccc2c(Cl)nnc(Cl)c12,oakwood-amines-and-aromatic-N-sp2.csv
20062,41765,ZINC000085223904,CC(C)(O)c1ccc(C=O)cn1,oakwood-amines-and-aromatic-N-sp2.csv
20063,41766,ZINC000085224342,Cc1ncc(Br)c(C)c1Br,oakwood-amines-and-aromatic-N-sp2.csv
20064,41767,ZINC000085224345,CNc1cc(Cl)nc(Cl)c1,oakwood-amines-and-aromatic-N-sp2.csv
20065,41768,ZINC000085224427,CC(C)(C)OC(=O)c1nc(Cl)ccc1Br,oakwood-amines-and-aromatic-N-sp2.csv
20066,41769,ZINC000085224474,CCOC(=O)c1ncsc1Cl,oakwood-amines-and-aromatic-N-sp2.csv
20067,41770,ZINC000085224517,Nc1ccc(Br)c2c1CNCC2,oakwood-amines-and-aromatic-N-sp2.csv
20068,41771,ZINC000085224536,Cc1sc(Cl)nc1C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
20069,41772,ZINC000085224547,CCOC(=O)c1cnc2cc(Br)ccn12,oakwood-amines-and-aromatic-N-sp2.csv
20070,41773,ZINC000085224634,Fc1cc(-c2ncon2)ccc1CBr,oakwood-amines-and-aromatic-N-sp2.csv
20071,41774,ZINC000085224653,NCc1c(Cl)cncc1Cl,oakwood-amines-and-aromatic-N-sp2.csv
20072,41775,ZINC000085224837,Nc1cc(Br)c(I)cn1,oakwood-amines-and-aromatic-N-sp2.csv
20073,41776,ZINC000085224840,FC(F)Oc1ccnc(Cl)c1,oakwood-amines-and-aromatic-N-sp2.csv
20074,41777,ZINC000085224889,N#Cc1ccc(C2(N)CC2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
20075,41778,ZINC000085224901,CCOC(=O)c1cncc(Cl)n1,oakwood-amines-and-aromatic-N-sp2.csv
20076,41779,ZINC000085225005,FC(F)(F)c1cc(Br)cnc1Br,oakwood-amines-and-aromatic-N-sp2.csv
20077,41780,ZINC000085340223,C[C@@H]1CN(C(=O)[C@@H]2COc3ccccc3O2)CCN1,oakwood-amines-and-aromatic-N-sp2.csv
20078,41781,ZINC000085340227,C[C@H]1CN(C(=O)[C@@H]2COc3ccccc3O2)CCN1,oakwood-amines-and-aromatic-N-sp2.csv
20079,41782,ZINC000085340230,C[C@@H]1CN(C(=O)[C@H]2COc3ccccc3O2)CCN1,oakwood-amines-and-aromatic-N-sp2.csv
20080,41783,ZINC000085340232,C[C@H]1CN(C(=O)[C@H]2COc3ccccc3O2)CCN1,oakwood-amines-and-aromatic-N-sp2.csv
20081,41784,ZINC000085350958,COC(CN1CCOCC1)OC,oakwood-amines-and-aromatic-N-sp2.csv
20082,41785,ZINC000085650631,c1ccc2nc(CCC3CCNCC3)cnc2c1,oakwood-amines-and-aromatic-N-sp2.csv
20083,41786,ZINC000085650639,C[C@@H]1CN(C)CCC1(F)F,oakwood-amines-and-aromatic-N-sp2.csv
20084,41787,ZINC000085650640,C[C@H]1CN(C)CCC1(F)F,oakwood-amines-and-aromatic-N-sp2.csv
20085,41788,ZINC000085667190,Fc1cnc(C(F)(F)F)cn1,oakwood-amines-and-aromatic-N-sp2.csv
20086,41789,ZINC000085788221,Clc1ncc(Br)c(N2CCNCC2)n1,oakwood-amines-and-aromatic-N-sp2.csv
20087,41790,ZINC000085920919,NCC1(C(=O)O)Cc2ccccc2C1,oakwood-amines-and-aromatic-N-sp2.csv
20088,41791,ZINC000085999764,Nc1nc(N)c(I)c(N)n1,oakwood-amines-and-aromatic-N-sp2.csv
20089,41792,ZINC000085999935,Cc1sc(-c2cccc(-c3nc4ccccc4[nH]3)c2)nc1-c1ccccc1,oakwood-amines-and-aromatic-N-sp2.csv
20090,41793,ZINC000085999941,c1ccc(-c2csc(-c3ccc(-c4nc5ccccc5[nH]4)cc3)n2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
20091,41794,ZINC000085999948,Cc1sc(-c2ccc(-c3nc4ccccc4[nH]3)cc2)nc1-c1ccccc1,oakwood-amines-and-aromatic-N-sp2.csv
20092,41795,ZINC000086492533,Nc1ccc(Cl)c2cnccc12,oakwood-amines-and-aromatic-N-sp2.csv
20093,41796,ZINC000087612805,O=C(O)Cc1cnc2ccccn12,oakwood-amines-and-aromatic-N-sp2.csv
20094,41797,ZINC000088189758,COC(=O)Cc1ccc(Cl)nc1,oakwood-amines-and-aromatic-N-sp2.csv
20095,41798,ZINC000088189955,O=[N+]([O-])c1ncc(Cl)cc1F,oakwood-amines-and-aromatic-N-sp2.csv
20096,41799,ZINC000088240325,C1NCC2CNCC12,oakwood-amines-and-aromatic-N-sp2.csv
20097,41800,ZINC000088243307,OCC[C@H]1CCCN1,oakwood-amines-and-aromatic-N-sp2.csv
20098,41801,ZINC000088243310,OCC[C@@H]1CCCN1,oakwood-amines-and-aromatic-N-sp2.csv
20099,41802,ZINC000089201654,O=C(Nc1cn2cc(Br)ccc2n1)C(F)(F)F,oakwood-amines-and-aromatic-N-sp2.csv
20100,41803,ZINC000089204648,COC(=O)c1ccc(Br)c2cc[nH]c12,oakwood-amines-and-aromatic-N-sp2.csv
20101,41804,ZINC000089220030,CN[C@@H]1CCCC[C@H]1NC,oakwood-amines-and-aromatic-N-sp2.csv
20102,41805,ZINC000089221204,CN[C@@H]1CCNC1,oakwood-amines-and-aromatic-N-sp2.csv
20103,41806,ZINC000089221436,Oc1cccc2nccnc12,oakwood-amines-and-aromatic-N-sp2.csv
20104,41807,ZINC000089221712,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
20105,41808,ZINC000089222286,c1ccc(-c2ccc([C@@H]3CNCCN3)cc2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
20106,41809,ZINC000089222290,c1ccc(-c2ccc([C@H]3CNCCN3)cc2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
20107,41810,ZINC000089222987,Clc1nc(Cl)c2c(n1)CNC2,oakwood-amines-and-aromatic-N-sp2.csv
20108,41811,ZINC000090225761,O=C(O)c1nc(Cl)cnc1Br,oakwood-amines-and-aromatic-N-sp2.csv
20109,41812,ZINC000090411160,Oc1cnncc1Cl,oakwood-amines-and-aromatic-N-sp2.csv
20110,41813,ZINC000090411350,Fc1ncccc1C1CC1,oakwood-amines-and-aromatic-N-sp2.csv
20111,41814,ZINC000090549067,Cc1noc(-c2ccc(Br)cc2F)n1,oakwood-amines-and-aromatic-N-sp2.csv
20112,41815,ZINC000090750042,CCOC(=O)Cc1csc(-c2ncccc2C)n1,oakwood-amines-and-aromatic-N-sp2.csv
20113,41816,ZINC000091252174,NCc1c(Cl)ccc(F)c1F,oakwood-amines-and-aromatic-N-sp2.csv
20114,41817,ZINC000091252182,Cc1cc(CN)c(F)cc1C(F)(F)F,oakwood-amines-and-aromatic-N-sp2.csv
20115,41818,ZINC000091252183,Cc1cc(CN)cc(C(F)(F)F)c1F,oakwood-amines-and-aromatic-N-sp2.csv
20116,41819,ZINC000091252204,Nc1nccnc1C(F)(F)F,oakwood-amines-and-aromatic-N-sp2.csv
20117,41820,ZINC000091252219,Fc1nccnc1C(F)(F)F,oakwood-amines-and-aromatic-N-sp2.csv
20118,41821,ZINC000091252308,NCc1ccc(OC(F)(F)F)cc1F,oakwood-amines-and-aromatic-N-sp2.csv
20119,41822,ZINC000091252309,NCc1ccc(F)cc1OC(F)(F)F,oakwood-amines-and-aromatic-N-sp2.csv
20120,41823,ZINC000091252315,COc1c(Cl)ccc(CN)c1F,oakwood-amines-and-aromatic-N-sp2.csv
20121,41824,ZINC000091252316,CCOc1c(Cl)ccc(CN)c1F,oakwood-amines-and-aromatic-N-sp2.csv
20122,41825,ZINC000091252317,NCc1ccc(Cl)cc1OC(F)(F)F,oakwood-amines-and-aromatic-N-sp2.csv
20123,41826,ZINC000091252323,N[C@@H](Cc1ccc(OC(F)(F)F)cc1F)C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
20124,41827,ZINC000091252324,N[C@H](Cc1ccc(OC(F)(F)F)cc1F)C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
20125,41828,ZINC000091252325,N[C@@H](Cc1cc(F)cc(OC(F)(F)F)c1)C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
20126,41829,ZINC000091252326,N[C@H](Cc1cc(F)cc(OC(F)(F)F)c1)C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
20127,41830,ZINC000091252327,N[C@@H](Cc1ccc(F)cc1OC(F)(F)F)C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
20128,41831,ZINC000091252328,N[C@H](Cc1ccc(F)cc1OC(F)(F)F)C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
20129,41832,ZINC000091252329,COc1c(Cl)ccc(C[C@H](N)C(=O)O)c1F,oakwood-amines-and-aromatic-N-sp2.csv
20130,41833,ZINC000091252330,COc1c(Cl)ccc(C[C@@H](N)C(=O)O)c1F,oakwood-amines-and-aromatic-N-sp2.csv
20131,41834,ZINC000091252331,N[C@@H](Cc1c(Cl)ccc(F)c1F)C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
20132,41835,ZINC000091252332,N[C@H](Cc1c(Cl)ccc(F)c1F)C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
20133,41836,ZINC000091252333,N[C@@H](Cc1ccc(Cl)cc1OC(F)(F)F)C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
20134,41837,ZINC000091252334,N[C@H](Cc1ccc(Cl)cc1OC(F)(F)F)C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
20135,41838,ZINC000091252348,Cc1ccc(OC(F)(F)F)cc1C[C@H](N)C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
20136,41839,ZINC000091252349,Cc1ccc(OC(F)(F)F)cc1C[C@@H](N)C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
20137,41840,ZINC000091252369,COc1cccc(CN)c1C(F)(F)F,oakwood-amines-and-aromatic-N-sp2.csv
20138,41841,ZINC000091252372,Cc1cc(C[C@H](N)C(=O)O)c(F)cc1C(F)(F)F,oakwood-amines-and-aromatic-N-sp2.csv
20139,41842,ZINC000091252373,Cc1cc(C[C@@H](N)C(=O)O)c(F)cc1C(F)(F)F,oakwood-amines-and-aromatic-N-sp2.csv
20140,41843,ZINC000091296966,COc1ccccc1CNCCn1c(=O)[nH]c2ccccc2c1=O,oakwood-amines-and-aromatic-N-sp2.csv
20141,41844,ZINC000091297014,Cc1ccc2nc(C(=O)O)c(C)n2c1,oakwood-amines-and-aromatic-N-sp2.csv
20142,41845,ZINC000091297130,Fc1ccc2ncc(Cl)nc2c1,oakwood-amines-and-aromatic-N-sp2.csv
20143,41846,ZINC000091297311,CCOC(=O)C1(c2ccncc2)CCN(C(=O)OC(C)(C)C)CC1,oakwood-amines-and-aromatic-N-sp2.csv
20144,41847,ZINC000091297586,COC(=O)c1ccc(OC)c([N+](=O)[O-])n1,oakwood-amines-and-aromatic-N-sp2.csv
20145,41848,ZINC000091297596,O=C(O)c1cn2c(C(F)(F)F)cccc2n1,oakwood-amines-and-aromatic-N-sp2.csv
20146,41849,ZINC000091297597,O=c1[nH]cnc2ccoc12,oakwood-amines-and-aromatic-N-sp2.csv
20147,41850,ZINC000091297655,O=[N+]([O-])c1ccc(O)nc1Cl,oakwood-amines-and-aromatic-N-sp2.csv
20148,41851,ZINC000091301271,COc1cc(Cl)cc2cccnc12,oakwood-amines-and-aromatic-N-sp2.csv
20149,41852,ZINC000091301481,COC(=O)c1nn(Cc2ccc(OC)cc2)cc1I,oakwood-amines-and-aromatic-N-sp2.csv
20150,41853,ZINC000091301613,COc1nc(F)ccc1C#N,oakwood-amines-and-aromatic-N-sp2.csv
20151,41854,ZINC000091301676,Cc1nnc(Cl)cc1Cl,oakwood-amines-and-aromatic-N-sp2.csv
20152,41855,ZINC000091301762,Nc1ccc(Oc2cc[nH]c(=O)c2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
20153,41856,ZINC000091302211,Nc1ncccc1OC(F)(F)F,oakwood-amines-and-aromatic-N-sp2.csv
20154,41857,ZINC000091361812,Brc1cncn1Cc1ccccc1,oakwood-amines-and-aromatic-N-sp2.csv
20155,41858,ZINC000091364305,CCOc1cc(N)cc(C)n1,oakwood-amines-and-aromatic-N-sp2.csv
20156,41859,ZINC000091364321,O=c1ncc(S(=O)(=O)O)c[nH]1,oakwood-amines-and-aromatic-N-sp2.csv
20157,41860,ZINC000091365817,N#Cc1ccc(CN2CCCC[C@@H]2CN)cc1,oakwood-amines-and-aromatic-N-sp2.csv
20158,41861,ZINC000091365818,N#Cc1ccc(CN2CCCC[C@H]2CN)cc1,oakwood-amines-and-aromatic-N-sp2.csv
20159,41862,ZINC000091366408,O=Cc1c(Cl)cnc(F)c1F,oakwood-amines-and-aromatic-N-sp2.csv
20160,41863,ZINC000091366508,Nc1cccc(OC(F)F)n1,oakwood-amines-and-aromatic-N-sp2.csv
20161,41864,ZINC000091675748,CCN(C)C(OC)OC,oakwood-amines-and-aromatic-N-sp2.csv
20162,41865,ZINC000091682332,O=C1CN[C@@H](c2ccccc2)[C@@H](c2ccccc2)O1,oakwood-amines-and-aromatic-N-sp2.csv
20163,41866,ZINC000091688852,O=C(O)CCc1cnc[nH]1,oakwood-amines-and-aromatic-N-sp2.csv
20164,41867,ZINC000091689897,Oc1cnc(C(F)(F)F)nc1,oakwood-amines-and-aromatic-N-sp2.csv
20165,41868,ZINC000091690852,CC(C)(C)c1cc2ncnc(O)n2n1,oakwood-amines-and-aromatic-N-sp2.csv
20166,41869,ZINC000091692833,BrC1=COc2nccn2C1,oakwood-amines-and-aromatic-N-sp2.csv
20167,41870,ZINC000091694948,CCOC(=O)c1csc(Cc2ccccc2Br)n1,oakwood-amines-and-aromatic-N-sp2.csv
20168,41871,ZINC000091695240,CN(C)c1cc(C(F)(F)F)cc(-c2cccc([C@H](O)C[N+](=O)[O-])c2)n1,oakwood-amines-and-aromatic-N-sp2.csv
20169,41872,ZINC000091695243,CN(C)c1cc(C(F)(F)F)cc(-c2cccc([C@@H](O)C[N+](=O)[O-])c2)n1,oakwood-amines-and-aromatic-N-sp2.csv
20170,41873,ZINC000091695246,CN(C)/C(=N\c1cc(C(F)(F)F)cc(Cl)n1)c1ccc(Cl)cc1,oakwood-amines-and-aromatic-N-sp2.csv
20171,41874,ZINC000091695250,CN(C)c1cc(C(F)(F)F)cc(-c2ccc(C=O)cc2)n1,oakwood-amines-and-aromatic-N-sp2.csv
20172,41875,ZINC000091695252,CN(C)c1cc(C(F)(F)F)cc(-c2ccc(/C=N/O)cc2)n1,oakwood-amines-and-aromatic-N-sp2.csv
20173,41876,ZINC000091695255,CN(C)c1cc(C(F)(F)F)cc(-c2ccc(/C=N/NC(=O)OC(C)(C)C)cc2)n1,oakwood-amines-and-aromatic-N-sp2.csv
20174,41877,ZINC000091695270,COc1ccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
20175,41878,ZINC000091695272,CCOC(=O)[C@@H](C)Oc1ccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
20176,41879,ZINC000091695276,CCOC(=O)[C@H](C)Oc1ccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
20177,41880,ZINC000091695279,COc1cccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)c1,oakwood-amines-and-aromatic-N-sp2.csv
20178,41881,ZINC000091695280,CN(C)c1cc(C(F)(F)F)cc(-c2cccc(/C=N/NC(=O)OC(C)(C)C)c2)n1,oakwood-amines-and-aromatic-N-sp2.csv
20179,41882,ZINC000091695283,CN(C)c1cc(C(F)(F)F)cc(-c2cccc(/C=N/N)c2)n1,oakwood-amines-and-aromatic-N-sp2.csv
20180,41883,ZINC000091695286,CCOC(=O)N(C)/N=C/c1cccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)c1,oakwood-amines-and-aromatic-N-sp2.csv
20181,41884,ZINC000091695289,CN(/N=C/c1cccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)c1)C(=O)c1ccc(Cl)cc1,oakwood-amines-and-aromatic-N-sp2.csv
20182,41885,ZINC000091695292,CN(/N=C/c1cccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)c1)C(=O)C(Cl)(Cl)Cl,oakwood-amines-and-aromatic-N-sp2.csv
20183,41886,ZINC000091695297,CN(C)C(=O)O/N=C/c1cccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)c1,oakwood-amines-and-aromatic-N-sp2.csv
20184,41887,ZINC000091695300,CCOC(=O)CO/N=C/c1cccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)c1,oakwood-amines-and-aromatic-N-sp2.csv
20185,41888,ZINC000091695302,CO/N=C/c1cccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)c1,oakwood-amines-and-aromatic-N-sp2.csv
20186,41889,ZINC000091695308,CCOC(=O)[C@@H](C)Oc1cccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)c1,oakwood-amines-and-aromatic-N-sp2.csv
20187,41890,ZINC000091695311,CCOC(=O)[C@H](C)Oc1cccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)c1,oakwood-amines-and-aromatic-N-sp2.csv
20188,41891,ZINC000091695312,C[C@H](Oc1ccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)cc1)C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
20189,41892,ZINC000091695314,C[C@@H](Oc1ccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)cc1)C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
20190,41893,ZINC000091695317,C[C@H](Oc1cccc(-c2nc(N(C)C)cc(C(F)(F)F)c2Cl)c1)C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
20191,41894,ZINC000091695318,C[C@@H](Oc1cccc(-c2nc(N(C)C)cc(C(F)(F)F)c2Cl)c1)C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
20192,41895,ZINC000091695322,FC(F)(F)c1cc(Cl)nc(/N=C(\Cl)c2ccc(Cl)cc2)c1,oakwood-amines-and-aromatic-N-sp2.csv
20193,41896,ZINC000091695324,CN/C(=N\c1cc(C(F)(F)F)cc(Cl)n1)c1ccc(Cl)cc1,oakwood-amines-and-aromatic-N-sp2.csv
20194,41897,ZINC000091695329,FC(F)(F)c1cc(Cl)nc(/N=C(\Nc2ccc(Cl)cc2)c2ccc(Cl)cc2)c1,oakwood-amines-and-aromatic-N-sp2.csv
20195,41898,ZINC000091695332,C[C@H](Oc1cccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)c1)C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
20196,41899,ZINC000091695335,C[C@@H](Oc1cccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)c1)C(=O)O,oakwood-amines-and-aromatic-N-sp2.csv
20197,41900,ZINC000091695337,C[C@H](Oc1cccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)c1)C(N)=O,oakwood-amines-and-aromatic-N-sp2.csv
20198,41901,ZINC000091695340,C[C@@H](Oc1cccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)c1)C(N)=O,oakwood-amines-and-aromatic-N-sp2.csv
20199,41902,ZINC000091695343,C[C@H](Oc1ccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)cc1)C(N)=O,oakwood-amines-and-aromatic-N-sp2.csv
20200,41903,ZINC000091695348,C[C@@H](Oc1ccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)cc1)C(N)=O,oakwood-amines-and-aromatic-N-sp2.csv
20201,41904,ZINC000091695361,CN(/N=C/c1ccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)cc1)C(=O)C(Cl)(Cl)Cl,oakwood-amines-and-aromatic-N-sp2.csv
20202,41905,ZINC000091695364,CN(/N=C/c1ccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)cc1)C(=O)CCl,oakwood-amines-and-aromatic-N-sp2.csv
20203,41906,ZINC000091695366,CCOC(=O)N(C)/N=C/c1ccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
20204,41907,ZINC000091695368,CCN(CC)Cc1cccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)c1,oakwood-amines-and-aromatic-N-sp2.csv
20205,41908,ZINC000091695376,CN(C)c1ncc(C(F)(F)F)cc1-c1ccc(C=O)cc1,oakwood-amines-and-aromatic-N-sp2.csv
20206,41909,ZINC000091695379,CCOC(=O)C(=Cc1cccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)c1)C(=O)OCC,oakwood-amines-and-aromatic-N-sp2.csv
20207,41910,ZINC000091695391,CCN(CC)Cc1ccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
20208,41911,ZINC000091695394,CN(C)c1cc(C(F)(F)F)cc(-c2ccc(/C=C/C(=O)O)cc2)n1,oakwood-amines-and-aromatic-N-sp2.csv
20209,41912,ZINC000091695395,CN(C)c1cc(C(F)(F)F)cc(-c2cccc(/C=C/C(=O)O)c2)n1,oakwood-amines-and-aromatic-N-sp2.csv
20210,41913,ZINC000091695398,CN(C)c1ncc(C(F)(F)F)cc1[N+](=O)[O-],oakwood-amines-and-aromatic-N-sp2.csv
20211,41914,ZINC000091695401,CCOC(=O)/C=C/c1cccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)c1,oakwood-amines-and-aromatic-N-sp2.csv
20212,41915,ZINC000091695405,CCOC(=O)/C=C/c1ccc(-c2cc(C(F)(F)F)cc(N(C)C)n2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
20213,41916,ZINC000091695414,CN(C)c1cc(C(F)(F)F)cc(-c2ccc(C(=O)NO)cc2)n1,oakwood-amines-and-aromatic-N-sp2.csv
20214,41917,ZINC000091695930,N=C(N)Cc1ncc(C(F)(F)F)cc1Cl,oakwood-amines-and-aromatic-N-sp2.csv
20215,41918,ZINC000091696207,CC(C)(C)OC(=O)[C@@H]1CCN(C2CCN(Cc3ccccc3)CC2)C1,oakwood-amines-and-aromatic-N-sp2.csv
20216,41919,ZINC000091696208,CC(C)(C)OC(=O)[C@H]1CCN(C2CCN(Cc3ccccc3)CC2)C1,oakwood-amines-and-aromatic-N-sp2.csv
20217,41920,ZINC000091696209,OCc1cnc(-c2ccc(Cl)cc2)[nH]1,oakwood-amines-and-aromatic-N-sp2.csv
20218,41921,ZINC000091696210,OCc1cnc(-c2ccccn2)[nH]1,oakwood-amines-and-aromatic-N-sp2.csv
20219,41922,ZINC000091696211,OCc1cnc(-c2ccncc2)[nH]1,oakwood-amines-and-aromatic-N-sp2.csv
20220,41923,ZINC000091696212,ClCc1cnc(-c2ccc(Cl)cc2)[nH]1,oakwood-amines-and-aromatic-N-sp2.csv
20221,41924,ZINC000091696213,ClCc1cnc(-c2ccncc2)[nH]1,oakwood-amines-and-aromatic-N-sp2.csv
20222,41925,ZINC000091711176,N[C@@H](c1ccccc1)c1cccc(Cl)n1,oakwood-amines-and-aromatic-N-sp2.csv
20223,41926,ZINC000094781542,CCCCCCCCCCC(=O)n1nnc2ccccc21,oakwood-amines-and-aromatic-N-sp2.csv
20224,41927,ZINC000094781609,O=[N+]([O-])c1cccc(S(=O)(=O)N[n+]2ccccc2)c1,oakwood-amines-and-aromatic-N-sp2.csv
20225,41928,ZINC000095067823,Fc1cccc(CN[C@@H]2CCCNC2)c1,oakwood-amines-and-aromatic-N-sp2.csv
20226,41929,ZINC000095067824,Fc1cccc(CN[C@H]2CCCNC2)c1,oakwood-amines-and-aromatic-N-sp2.csv
20227,41930,ZINC000095067825,CN(Cc1ccc(Cl)cc1)[C@@H]1CCCNC1,oakwood-amines-and-aromatic-N-sp2.csv
20228,41931,ZINC000095067826,CN(Cc1ccc(Cl)cc1)[C@H]1CCCNC1,oakwood-amines-and-aromatic-N-sp2.csv
20229,41932,ZINC000095067827,Clc1ccc(CN[C@@H]2CCCNC2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
20230,41933,ZINC000095067828,Clc1ccc(CN[C@H]2CCCNC2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
20231,41934,ZINC000095067829,CN(Cc1ccc(F)cc1)[C@@H]1CCCNC1,oakwood-amines-and-aromatic-N-sp2.csv
20232,41935,ZINC000095067830,CN(Cc1ccc(F)cc1)[C@H]1CCCNC1,oakwood-amines-and-aromatic-N-sp2.csv
20233,41936,ZINC000095067831,Fc1ccc(CN[C@@H]2CCCNC2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
20234,41937,ZINC000095067832,Fc1ccc(CN[C@H]2CCCNC2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
20235,41938,ZINC000095067833,COc1ccc(CN[C@@H]2CCCNC2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
20236,41939,ZINC000095067834,COc1ccc(CN[C@H]2CCCNC2)cc1,oakwood-amines-and-aromatic-N-sp2.csv
