continous_index,original_index,zinc_id,smiles,src
3540,10835,ZINC000000572231,c1ccc(CNCc2cccnc2)cc1,alfa-for-sale.csv
3541,10844,ZINC000000577553,Cn1cnc2cc(N)ccc21,alfa-for-sale.csv
3542,10866,ZINC000000582787,CCOC(=O)Cn1ccc2ccccc21,alfa-for-sale.csv
3543,10872,ZINC000000594608,Cc1cc(C)[nH]n1,alfa-for-sale.csv
3544,10873,ZINC000000599985,Nc1ccncc1,alfa-for-sale.csv
3545,10874,ZINC000000601283,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,alfa-for-sale.csv
3546,10888,ZINC000000619735,Cc1cc(I)cnc1NC(=O)C(C)(C)C,alfa-for-sale.csv
3547,10890,ZINC000000621839,c1ccc(Oc2nc(Oc3ccccc3)nc(Oc3ccccc3)n2)cc1,alfa-for-sale.csv
3548,10891,ZINC000000621909,O=C(N[C@@H](Cc1ccccn1)C(=O)O)OCC1c2ccccc2-c2ccccc21,alfa-for-sale.csv
3549,10892,ZINC000000621914,O=C(N[C@@H](Cc1ccncc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,alfa-for-sale.csv
3550,10893,ZINC000000621917,O=C(N[C@H](Cc1ccncc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,alfa-for-sale.csv
3551,10903,ZINC000000621961,O=C(N[C@@H](Cc1cccnc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,alfa-for-sale.csv
3552,10904,ZINC000000621963,O=C(N[C@H](Cc1cccnc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,alfa-for-sale.csv
3553,10940,ZINC000000644889,O=C(Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1)c1ccccc1,alfa-for-sale.csv
3554,10963,ZINC000000715672,COC(=O)c1nc(Br)cnc1N,alfa-for-sale.csv
3555,10969,ZINC000000730566,CC(C)(C)C(=O)Nc1ccccn1,alfa-for-sale.csv
3556,10970,ZINC000000730568,Brc1cc(I)ccn1,alfa-for-sale.csv
3557,10989,ZINC000000792390,NC[C@@H](O)COCc1ccccc1,alfa-for-sale.csv
3558,10990,ZINC000000792391,NC[C@H](O)COCc1ccccc1,alfa-for-sale.csv
3559,10991,ZINC000000793088,COc1cccc(-c2nc3cc([N+](=O)[O-])ccc3[nH]2)c1,alfa-for-sale.csv
3560,10992,ZINC000000795090,Fc1ccccc1CNC1CCCC1,alfa-for-sale.csv
3561,10993,ZINC000000795097,Fc1ccccc1CNC1CC1,alfa-for-sale.csv
3562,10996,ZINC000000801640,C[C@H](N)c1ccccn1,alfa-for-sale.csv
3563,10997,ZINC000000801641,C[C@@H](N)c1ccccn1,alfa-for-sale.csv
3564,10998,ZINC000000801642,C[C@H](N)c1cccnc1,alfa-for-sale.csv
3565,10999,ZINC000000801643,C[C@@H](N)c1cccnc1,alfa-for-sale.csv
3566,11000,ZINC000000801644,C[C@H](N)c1ccncc1,alfa-for-sale.csv
3567,11001,ZINC000000801645,C[C@@H](N)c1ccncc1,alfa-for-sale.csv
3568,11003,ZINC000000807828,Cc1ccc(-c2nc3ccc([N+](=O)[O-])cc3[nH]2)o1,alfa-for-sale.csv
3569,11004,ZINC000000810968,O=C(O)c1cc(-c2ccco2)on1,alfa-for-sale.csv
3570,11006,ZINC000000812129,Cc1cc(C)n(CCN)n1,alfa-for-sale.csv
3571,11007,ZINC000000812222,Fc1ccc(CNCc2ccccc2F)cc1,alfa-for-sale.csv
3572,11010,ZINC000000813401,Nc1nc(-c2ccccn2)cs1,alfa-for-sale.csv
3573,11011,ZINC000000813405,Nc1nc(-c2cccnc2)cs1,alfa-for-sale.csv
3574,11012,ZINC000000815426,Cc1c(OCC(F)(F)F)ccnc1CSc1nc2ccccc2[nH]1,alfa-for-sale.csv
3575,11030,ZINC000000859743,COc1ccccc1[C@H]1N[C@H](C(=O)O)CS1,alfa-for-sale.csv
3576,11031,ZINC000000859745,COc1ccccc1[C@@H]1N[C@H](C(=O)O)CS1,alfa-for-sale.csv
3577,11038,ZINC000000873418,O=C(O)c1cc(-c2ccccc2)on1,alfa-for-sale.csv
3578,11039,ZINC000000873709,Cc1c(C=O)[nH]c2ccccc12,alfa-for-sale.csv
3579,11047,ZINC000000895032,N[C@@H](CC(=O)O)C(=O)O,alfa-for-sale.csv
3580,11048,ZINC000000895034,N[C@@H](CO)C(=O)O,alfa-for-sale.csv
3581,11049,ZINC000000895042,N[C@@H](CS)C(=O)O,alfa-for-sale.csv
3582,11050,ZINC000000895045,O=c1cc[nH]c(=O)[nH]1,alfa-for-sale.csv
3583,11052,ZINC000000895071,O=C(O)[C@H]1CCCN1,alfa-for-sale.csv
3584,11055,ZINC000000895099,CC(C)[C@H](N)C(=O)O,alfa-for-sale.csv
3585,11056,ZINC000000895103,C[C@@H](O)[C@H](N)C(=O)O,alfa-for-sale.csv
3586,11058,ZINC000000895124,N[C@H](CCC(=O)O)C(=O)O,alfa-for-sale.csv
3587,11059,ZINC000000895129,Nc1nc2[nH]cnc2c(=O)[nH]1,alfa-for-sale.csv
3588,11063,ZINC000000895146,N[C@@H](CCO)C(=O)O,alfa-for-sale.csv
3589,11065,ZINC000000895199,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,alfa-for-sale.csv
3590,11068,ZINC000000895210,Nc1cc[nH]c(=O)n1,alfa-for-sale.csv
3591,11070,ZINC000000895216,c1cncnc1,alfa-for-sale.csv
3592,11071,ZINC000000895218,N[C@H](CC(=O)O)C(=O)O,alfa-for-sale.csv
3593,11078,ZINC000000895257,c1cn[nH]c1,alfa-for-sale.csv
3594,11090,ZINC000000895330,N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O,alfa-for-sale.csv
3595,11091,ZINC000000895342,N[C@H](CO)C(=O)O,alfa-for-sale.csv
3596,11092,ZINC000000895347,N[C@H](CS)C(=O)O,alfa-for-sale.csv
3597,11093,ZINC000000895354,c1ccncc1,alfa-for-sale.csv
3598,11094,ZINC000000895360,O=C(O)[C@@H]1CCCN1,alfa-for-sale.csv
3599,11096,ZINC000000895399,C[C@@H](O)[C@@H](N)C(=O)O,alfa-for-sale.csv
3600,11098,ZINC000000895455,O=C(O)[C@H]1C[C@@H](O)CN1,alfa-for-sale.csv
3601,11099,ZINC000000895457,O=C(O)[C@H]1C[C@H](O)CN1,alfa-for-sale.csv
3602,11100,ZINC000000895466,CN(C)CC(=O)O,alfa-for-sale.csv
3603,11103,ZINC000000895536,NC1(C(=O)O)CC1,alfa-for-sale.csv
3604,11105,ZINC000000895706,NCCC1CCCCC1,alfa-for-sale.csv
3605,11106,ZINC000000895800,Oc1cc2cc[nH]c2cc1O,alfa-for-sale.csv
3606,11116,ZINC000000896098,c1ccc2cnccc2c1,alfa-for-sale.csv
3607,11118,ZINC000000896153,c1ccc2ncccc2c1,alfa-for-sale.csv
3608,11119,ZINC000000896156,CC(C)[C@@H](N)C(=O)O,alfa-for-sale.csv
3609,11124,ZINC000000896409,OCCN(CCO)CCO,alfa-for-sale.csv
3610,11127,ZINC000000896546,Nc1nc(=O)[nH]cc1F,alfa-for-sale.csv
3611,11132,ZINC000000896695,NC(CO)(CO)CO,alfa-for-sale.csv
3612,11152,ZINC000000897288,Cc1cn[nH]c1,alfa-for-sale.csv
3613,11155,ZINC000000897468,Cc1c[nH]c2ccccc12,alfa-for-sale.csv
3614,11159,ZINC000000897751,Nc1nc(N)nc(N)n1,alfa-for-sale.csv
3615,11160,ZINC000000898159,CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)[C@H]21,alfa-for-sale.csv
3616,11161,ZINC000000898976,CN1CCC=C(C(=O)O)C1,alfa-for-sale.csv
3617,11173,ZINC000000901039,c1c[nH]cn1,alfa-for-sale.csv
3618,11181,ZINC000000901173,O=C1CN[C@H](C(=O)O)C1,alfa-for-sale.csv
3619,11182,ZINC000000901180,NCC1CCCCC1,alfa-for-sale.csv
3620,11193,ZINC000000901329,CC[C@@H](N)C(=O)O,alfa-for-sale.csv
3621,11196,ZINC000000901351,CC[C@H](N)C(=O)O,alfa-for-sale.csv
3622,11199,ZINC000000901368,C[C@H](N)C1CCCCC1,alfa-for-sale.csv
3623,11200,ZINC000000901370,C[C@@H](N)C1CCCCC1,alfa-for-sale.csv
3624,11204,ZINC000000901468,CN[C@@H](C)C(=O)O,alfa-for-sale.csv
3625,11218,ZINC000000901736,O=C(O)[C@@H]1C[C@H](O)CN1,alfa-for-sale.csv
3626,11219,ZINC000000901791,O=C(O)[C@@H]1C[C@@H](O)CN1,alfa-for-sale.csv
3627,11220,ZINC000000901801,CC(C)(N)C(=O)O,alfa-for-sale.csv
3628,11224,ZINC000000938865,Cc1cc(Cl)nc2c(C)cccc12,alfa-for-sale.csv
3629,11226,ZINC000000938939,CC(C)Sc1nc2sccn2c1C=O,alfa-for-sale.csv
3630,11238,ZINC000000966625,Cc1ncccc1Br,alfa-for-sale.csv
3631,11239,ZINC000000966674,Cc1ccc(Br)cn1,alfa-for-sale.csv
3632,11240,ZINC000000967180,CCc1cnccc1C,alfa-for-sale.csv
3633,11242,ZINC000000967194,Cc1ccccc1CN,alfa-for-sale.csv
3634,11245,ZINC000000967253,Nc1nccnc1C(=O)O,alfa-for-sale.csv
3635,11246,ZINC000000967256,c1ccc2c3c([nH]c2c1)CCCC3,alfa-for-sale.csv
3636,11248,ZINC000000967267,Brc1ccc(Br)nn1,alfa-for-sale.csv
3637,11249,ZINC000000967278,Nc1cc(=O)[nH]c(=O)[nH]1,alfa-for-sale.csv
3638,11250,ZINC000000967308,Nc1cncc(C(=O)O)c1,alfa-for-sale.csv
3639,11251,ZINC000000967314,Brc1nc(Br)c(Br)[nH]1,alfa-for-sale.csv
3640,11252,ZINC000000967315,Brc1cn[nH]c1,alfa-for-sale.csv
3641,11254,ZINC000000967317,Brc1cncnc1,alfa-for-sale.csv
3642,11255,ZINC000000967318,O=c1[nH]cc(Br)c(=O)[nH]1,alfa-for-sale.csv
3643,11256,ZINC000000967319,Nc1ncc(Br)cn1,alfa-for-sale.csv
3644,11257,ZINC000000967320,Nc1ccc(Cl)nn1,alfa-for-sale.csv
3645,11258,ZINC000000967322,Nc1cnccn1,alfa-for-sale.csv
3646,11259,ZINC000000967324,[O-][n+]1ccccc1,alfa-for-sale.csv
3647,11260,ZINC000000967325,Oc1cccnc1,alfa-for-sale.csv
3648,11261,ZINC000000967327,Nc1cccnc1,alfa-for-sale.csv
3649,11262,ZINC000000967330,Cc1cccc(C)n1,alfa-for-sale.csv
3650,11263,ZINC000000967331,CCc1ccc(C)nc1,alfa-for-sale.csv
3651,11267,ZINC000000967336,c1ccc(Cc2ccncc2)cc1,alfa-for-sale.csv
3652,11269,ZINC000000967341,c1ccc(-c2nc3ccccc3nc2-c2ccccc2)cc1,alfa-for-sale.csv
3653,11270,ZINC000000967345,c1ccc(Cc2ccccn2)cc1,alfa-for-sale.csv
3654,11271,ZINC000000967347,O=c1[nH]c(O)ncc1[N+](=O)[O-],alfa-for-sale.csv
3655,11272,ZINC000000967348,Nc1nccc(Cl)n1,alfa-for-sale.csv
3656,11273,ZINC000000967353,O=[N+]([O-])c1ccc(Cl)nc1Cl,alfa-for-sale.csv
3657,11274,ZINC000000967361,Nc1ncnc(N)c1N,alfa-for-sale.csv
3658,11275,ZINC000000967366,Cc1ccncc1,alfa-for-sale.csv
3659,11276,ZINC000000967389,O=C(O)c1csnn1,alfa-for-sale.csv
3660,11278,ZINC000000967399,Nc1cc(Cl)nc(N)n1,alfa-for-sale.csv
3661,11279,ZINC000000967407,O=C(O)c1cc(Cl)nnc1Cl,alfa-for-sale.csv
3662,11283,ZINC000000967464,Cn1ccnc1I,alfa-for-sale.csv
3663,11284,ZINC000000967467,CSc1nc(Cl)cc(C(F)(F)F)n1,alfa-for-sale.csv
3664,11285,ZINC000000967468,Nc1nc(=O)[nH]cc1Br,alfa-for-sale.csv
3665,11287,ZINC000000967472,Nc1ncccn1,alfa-for-sale.csv
3666,11288,ZINC000000967489,C[C@H](N)c1ccc2ccccc2c1,alfa-for-sale.csv
3667,11289,ZINC000000967493,Cc1c[nH]nc1C,alfa-for-sale.csv
3668,11297,ZINC000000967524,c1ccc(C[n+]2ccc(-c3cc[n+](Cc4ccccc4)cc3)cc2)cc1,alfa-for-sale.csv
3669,11324,ZINC000000968044,Nc1ccc(C[C@H](N)C(=O)O)cc1,alfa-for-sale.csv
3670,11341,ZINC000000968256,NC12CC3CC(CC(C3)C1)C2,alfa-for-sale.csv
3671,11347,ZINC000000968326,CCc1ccc(CCOc2ccc(C[C@@H]3SC(=O)NC3=O)cc2)nc1,alfa-for-sale.csv
3672,11348,ZINC000000968327,CCc1ccc(CCOc2ccc(C[C@H]3SC(=O)NC3=O)cc2)nc1,alfa-for-sale.csv
3673,11356,ZINC000000973443,O=Cc1c(-c2ccccc2)n(-c2ccccc2)c2ccccc12,alfa-for-sale.csv
3674,11374,ZINC000001020114,Brc1ccc2cccnc2c1,alfa-for-sale.csv
3675,11376,ZINC000001020775,O=C(O)Cc1c(F)c(F)nc(F)c1F,alfa-for-sale.csv
3676,11377,ZINC000001021978,c1ccc(-c2cc3ccccc3[nH]2)cc1,alfa-for-sale.csv
3677,11380,ZINC000001023366,Nc1nccc(C(F)(F)F)n1,alfa-for-sale.csv
3678,11382,ZINC000001027574,Cn1ncc(Br)c1N,alfa-for-sale.csv
3679,11388,ZINC000001036037,CN(C)c1nc(=S)ss1,alfa-for-sale.csv
3680,11394,ZINC000001036885,O=c1[nH]cc(C(F)(F)F)c(=O)[nH]1,alfa-for-sale.csv
3681,11402,ZINC000001038872,Cc1ccc(-c2cccc(-c3ccc(C)cc3)n2)cc1,alfa-for-sale.csv
3682,11403,ZINC000001038873,c1ccc(-c2cccc(-c3ccccc3)n2)cc1,alfa-for-sale.csv
3683,11413,ZINC000001041801,c1ccc2cc(-c3cc4ccccc4[nH]3)ccc2c1,alfa-for-sale.csv
3684,11417,ZINC000001042845,COc1nc(N)nc(SC)n1,alfa-for-sale.csv
3685,11435,ZINC000001049738,Cc1nnc(C)n1N,alfa-for-sale.csv
3686,11436,ZINC000001049740,Cn1nccc1C(=O)O,alfa-for-sale.csv
3687,11437,ZINC000001049761,O=[N+]([O-])c1cn[nH]c1,alfa-for-sale.csv
3688,11440,ZINC000001067806,COc1nc(Cl)nc(OC)n1,alfa-for-sale.csv
3689,11441,ZINC000001069090,COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCO[C@H]6CC(=O)N2[C@H]1[C@H]6[C@H]5C[C@H]43,alfa-for-sale.csv
3690,11443,ZINC000001069165,O=Cc1ncc[nH]1,alfa-for-sale.csv
3691,11444,ZINC000001069169,Cn1ccnc1C=O,alfa-for-sale.csv
3692,11445,ZINC000001069171,O=Cc1ccc[nH]1,alfa-for-sale.csv
3693,11451,ZINC000001078933,O=[N+]([O-])c1c(Cl)ncnc1Cl,alfa-for-sale.csv
3694,11454,ZINC000001081066,O=C(O)c1cnccn1,alfa-for-sale.csv
3695,11456,ZINC000001081072,Cc1[nH]c2ccccc2c1C,alfa-for-sale.csv
3696,11475,ZINC000001081150,O=C(n1ccnc1)C(F)(F)F,alfa-for-sale.csv
3697,11479,ZINC000001081177,Fc1ncc(C(F)(F)F)cc1Cl,alfa-for-sale.csv
3698,11480,ZINC000001081185,O=S(=O)(N(c1ccccn1)S(=O)(=O)C(F)(F)F)C(F)(F)F,alfa-for-sale.csv
3699,11481,ZINC000001081188,Cn1c(-c2ccccc2)cc2ccccc21,alfa-for-sale.csv
3700,11482,ZINC000001081192,NNc1nccc(C(F)(F)F)n1,alfa-for-sale.csv
3701,11488,ZINC000001081233,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1Br,alfa-for-sale.csv
3702,11490,ZINC000001081243,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1Br,alfa-for-sale.csv
3703,11491,ZINC000001081248,Nc1nc(Cl)cc(Cl)n1,alfa-for-sale.csv
3704,11494,ZINC000001081253,O=[N+]([O-])c1cnc(Br)s1,alfa-for-sale.csv
3705,11497,ZINC000001081261,CC(=O)c1cccc(C(C)=O)n1,alfa-for-sale.csv
3706,11499,ZINC000001081286,Cc1ccc2ccccc2n1,alfa-for-sale.csv
3707,11501,ZINC000001081288,c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,alfa-for-sale.csv
3708,11502,ZINC000001081316,CN1[C@@H](CC(=O)c2ccccc2)CCC[C@@H]1C[C@@H](O)c1ccccc1,alfa-for-sale.csv
3709,11512,ZINC000001081474,Cn1cnc([N+](=O)[O-])c1Cl,alfa-for-sale.csv
3710,11518,ZINC000001081496,Cc1csc(C(C)C)n1,alfa-for-sale.csv
3711,11532,ZINC000001081553,Cc1cc(N)n(-c2ccc(Cl)cc2)n1,alfa-for-sale.csv
3712,11533,ZINC000001081581,Nc1ncnc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,alfa-for-sale.csv
3713,11536,ZINC000001085205,Nc1c(F)c(F)nc(F)c1F,alfa-for-sale.csv
3714,11541,ZINC000001087919,NNc1ncc(C(F)(F)F)cc1Cl,alfa-for-sale.csv
3715,11542,ZINC000001088076,Cc1cc2ccccc2[nH]1,alfa-for-sale.csv
3716,11546,ZINC000001088696,Cn1ccc(C(=O)O)n1,alfa-for-sale.csv
3717,11547,ZINC000001088697,Cc1c(C(=O)O)cnn1C,alfa-for-sale.csv
3718,11551,ZINC000001090563,CNCc1ccccc1,alfa-for-sale.csv
3719,11552,ZINC000001092752,O=c1[nH]cc(I)c(=O)[nH]1,alfa-for-sale.csv
3720,11555,ZINC000001095289,Cn1cncc1I,alfa-for-sale.csv
3721,11561,ZINC000001101988,Nc1cncc(Cl)n1,alfa-for-sale.csv
3722,11562,ZINC000001101989,Nc1nccnc1Cl,alfa-for-sale.csv
3723,11579,ZINC000001187529,CC[n+]1cccc2ccccc21,alfa-for-sale.csv
3724,11580,ZINC000001187543,Cn1cc[nH]c1=S,alfa-for-sale.csv
3725,11600,ZINC000001225177,NNc1ccc(Cl)nn1,alfa-for-sale.csv
3726,11627,ZINC000001234754,c1ccc(Cn2ccc3ccccc32)cc1,alfa-for-sale.csv
3727,11629,ZINC000001235041,CCN1CCC(=O)[C@@H](C)C1,alfa-for-sale.csv
3728,11630,ZINC000001235043,CCN1CCC(=O)[C@H](C)C1,alfa-for-sale.csv
3729,11632,ZINC000001235059,Cc1nnsc1C(=O)O,alfa-for-sale.csv
3730,11635,ZINC000001235155,O=C(O)CCN1CCOCC1,alfa-for-sale.csv
3731,11641,ZINC000001236370,Nc1c[nH]c(=O)[nH]c1=O,alfa-for-sale.csv
3732,11643,ZINC000001237659,O=C(O)c1nc(Cl)c(Cl)c(Cl)c1Cl,alfa-for-sale.csv
3733,11647,ZINC000001239568,Nc1nc(C(=O)O)n[nH]1,alfa-for-sale.csv
3734,11648,ZINC000001242720,CCN(CC)CC,alfa-for-sale.csv
3735,11669,ZINC000001293763,O=c1c2c(-c3ccccc3)csc2[nH]c(=S)n1-c1ccccc1,alfa-for-sale.csv
3736,11671,ZINC000001296687,O=[N+]([O-])c1ccnc(Br)c1,alfa-for-sale.csv
3737,11672,ZINC000001296708,Cc1ccc2cccnc2n1,alfa-for-sale.csv
3738,11673,ZINC000001296737,CCOC(=O)c1cccnc1Br,alfa-for-sale.csv
3739,11678,ZINC000001311094,O=[N+]([O-])c1ccc(Cl)c2nonc12,alfa-for-sale.csv
3740,11679,ZINC000001318759,Cc1oncc1C(=O)O,alfa-for-sale.csv
3741,11681,ZINC000001319234,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@H](O)c1ccnc2ccc(OC)cc12,alfa-for-sale.csv
3742,11682,ZINC000001320164,Cc1cnc(C(=O)O)cn1,alfa-for-sale.csv
3743,11683,ZINC000001346172,CC(=O)NC1CCNCC1,alfa-for-sale.csv
3744,11684,ZINC000001381998,COc1ccnc(Cl)c1C#N,alfa-for-sale.csv
3745,11685,ZINC000001383115,c1cc(-c2csnn2)ccn1,alfa-for-sale.csv
3746,11689,ZINC000001385506,COc1ccc(-c2nc(C)c(C(=O)O)s2)cc1OC,alfa-for-sale.csv
3747,11690,ZINC000001386078,COc1ccnc(-n2cccc2C=O)c1C#N,alfa-for-sale.csv
3748,11692,ZINC000001387522,FC(F)(F)c1nc(Cl)c2ccccc2n1,alfa-for-sale.csv
3749,11693,ZINC000001387648,CSc1nc(Cl)c(C#N)c(-c2ccc(C)cc2)n1,alfa-for-sale.csv
3750,11694,ZINC000001388793,COC(=O)Cc1sc(-c2ccccc2)nc1-c1ccccc1,alfa-for-sale.csv
3751,11697,ZINC000001389101,CNC(=O)c1cc(Cl)ccn1,alfa-for-sale.csv
3752,11698,ZINC000001389484,NC(=S)Nc1ccc(I)cn1,alfa-for-sale.csv
3753,11700,ZINC000001389810,Cc1noc(NC(=O)c2cccnc2Cl)c1C#N,alfa-for-sale.csv
3754,11702,ZINC000001391834,CCOC(=O)c1cnc2ccc(Cl)cc2c1Cl,alfa-for-sale.csv
3755,11703,ZINC000001391836,CCOC(=O)c1cnc2ccc(F)cc2c1Cl,alfa-for-sale.csv
3756,11704,ZINC000001391837,CCOC(=O)c1cnc2c(F)cc(F)cc2c1Cl,alfa-for-sale.csv
3757,11705,ZINC000001391838,CCOC(=O)c1cnc2cc(C)cc(C)c2c1Cl,alfa-for-sale.csv
3758,11706,ZINC000001391839,CCOC(=O)c1cnc2ccc(C)cc2c1Cl,alfa-for-sale.csv
3759,11707,ZINC000001391840,CCOC(=O)c1cnc2c(C)ccc(C)c2c1Cl,alfa-for-sale.csv
3760,11708,ZINC000001391841,CCOC(=O)c1cnc2c(F)cccc2c1Cl,alfa-for-sale.csv
3761,11709,ZINC000001392201,CCOC(=O)c1[nH]ncc1C#N,alfa-for-sale.csv
3762,11710,ZINC000001392611,O=Cc1cnc(Cl)s1,alfa-for-sale.csv
3763,11711,ZINC000001392616,O=Cc1cnc(N2CCOCC2)s1,alfa-for-sale.csv
3764,11712,ZINC000001392622,O=Cc1cnc(N2CCCCC2)s1,alfa-for-sale.csv
3765,11713,ZINC000001393427,Clc1nnc(Cc2ccccc2)c2ccccc12,alfa-for-sale.csv
3766,11715,ZINC000001395181,c1ccc(-c2ccc3ccccc3n2)cc1,alfa-for-sale.csv
3767,11716,ZINC000001397284,Cc1nc(-c2ccncc2)sc1C(=O)O,alfa-for-sale.csv
3768,11718,ZINC000001397513,CCOC(=O)c1cnc2c(C)c(C)ccc2c1Cl,alfa-for-sale.csv
3769,11719,ZINC000001398041,CCN(CC)c1cc(Cl)nc(N)n1,alfa-for-sale.csv
3770,11720,ZINC000001398042,Nc1nc(Cl)cc(N2CCOCC2)n1,alfa-for-sale.csv
3771,11721,ZINC000001400327,Cc1nn(C)c(Cl)c1S(N)(=O)=O,alfa-for-sale.csv
3772,11722,ZINC000001401043,CC1(C)CN(c2cccnc2Cl)C1=O,alfa-for-sale.csv
3773,11726,ZINC000001402333,NNc1cnccn1,alfa-for-sale.csv
3774,11727,ZINC000001402616,Nc1ncc(Cl)cn1,alfa-for-sale.csv
3775,11729,ZINC000001403402,O=Cc1sc(Cl)nc1Cl,alfa-for-sale.csv
3776,11730,ZINC000001403568,COC(=O)c1ccncc1N,alfa-for-sale.csv
3777,11732,ZINC000001404881,O=Cc1cccn1-c1ccccc1F,alfa-for-sale.csv
3778,11733,ZINC000001405329,CN1CCN(c2ncc(C=O)s2)CC1,alfa-for-sale.csv
3779,11738,ZINC000001408068,O=C(O)c1cc(O)nc(O)n1,alfa-for-sale.csv
3780,11746,ZINC000001420519,Cc1cccnc1C=O,alfa-for-sale.csv
3781,11748,ZINC000001420540,O=C1CCCNCC1,alfa-for-sale.csv
3782,11751,ZINC000001420666,CCOC(=O)c1ccc2[nH]ncc2c1,alfa-for-sale.csv
3783,11752,ZINC000001420726,Nc1cnc(Br)cn1,alfa-for-sale.csv
3784,11753,ZINC000001420779,c1cnoc1,alfa-for-sale.csv
3785,11756,ZINC000001427003,N#Cc1c(N)ccc2ncccc12,alfa-for-sale.csv
3786,11757,ZINC000001427060,Nc1ccc(Br)nc1,alfa-for-sale.csv
3787,11769,ZINC000001433122,CC(C)(C)OC(=O)NCc1ccncc1,alfa-for-sale.csv
3788,11774,ZINC000001433204,O=C(O)CC1CCNCC1,alfa-for-sale.csv
3789,11811,ZINC000001437366,O=Cc1ccc(-c2ccccn2)cc1,alfa-for-sale.csv
3790,11817,ZINC000001438964,COc1ncc(Br)cc1C=O,alfa-for-sale.csv
3791,11818,ZINC000001439382,Nc1ccncc1I,alfa-for-sale.csv
3792,11819,ZINC000001439383,Clc1cc(I)ccn1,alfa-for-sale.csv
3793,11820,ZINC000001442763,COC(=O)c1cc(OC)ccn1,alfa-for-sale.csv
3794,11823,ZINC000001442945,COc1ncc(Br)cc1I,alfa-for-sale.csv
3795,11828,ZINC000001443108,COC(=O)c1nccnc1Cl,alfa-for-sale.csv
3796,11829,ZINC000001444859,O=C(O)c1ccc(-c2ccncc2)cc1,alfa-for-sale.csv
3797,11841,ZINC000001463603,N#Cc1ccc(C(F)(F)F)cn1,alfa-for-sale.csv
3798,11850,ZINC000001481887,CC(C)CCC[C@@H](C)N,alfa-for-sale.csv
3799,11854,ZINC000001481980,O=[N+]([O-])c1ncc[nH]1,alfa-for-sale.csv
3800,11860,ZINC000001482113,N[C@@H](CCC(=O)O)C(=O)O,alfa-for-sale.csv
3801,11861,ZINC000001482137,CN1C(C)(C)CCCC1(C)C,alfa-for-sale.csv
3802,11864,ZINC000001484626,c1cscn1,alfa-for-sale.csv
3803,11865,ZINC000001484813,N[C@H]1CCc2ccccc21,alfa-for-sale.csv
3804,11867,ZINC000001486612,CNC1CCCCC1,alfa-for-sale.csv
3805,11868,ZINC000001486613,C1CN2CCC1CC2,alfa-for-sale.csv
3806,11870,ZINC000001494930,Cc1cccc2cc[nH]c12,alfa-for-sale.csv
3807,11871,ZINC000001494932,O=c1cc(Cl)nc(O)[nH]1,alfa-for-sale.csv
3808,11872,ZINC000001494938,Cc1ccc2[nH]c(C)cc2c1,alfa-for-sale.csv
3809,11874,ZINC000001494997,O=C(O)c1cncnc1,alfa-for-sale.csv
3810,11875,ZINC000001495001,Nc1ccncc1C=O,alfa-for-sale.csv
3811,11876,ZINC000001495010,N#Cc1ccc(C(=O)O)cn1,alfa-for-sale.csv
3812,11877,ZINC000001495011,O=C(O)c1cc2cc([N+](=O)[O-])ccc2[nH]1,alfa-for-sale.csv
3813,11881,ZINC000001504123,c1ccc(CNCc2ccccc2)cc1,alfa-for-sale.csv
3814,11893,ZINC000001506851,C[C@@H](CN)c1ccccc1,alfa-for-sale.csv
3815,11894,ZINC000001506854,C[C@H](CN)c1ccccc1,alfa-for-sale.csv
3816,11896,ZINC000001508901,Cc1ccc(-c2nc3cc(Cl)ccc3[nH]2)cc1,alfa-for-sale.csv
3817,11897,ZINC000001509173,CCOC(=O)c1cc2cc(Br)ccc2[nH]1,alfa-for-sale.csv
3818,11901,ZINC000001510006,Cc1ccccc1-c1nnc(S)o1,alfa-for-sale.csv
3819,11905,ZINC000001511101,Nc1cc(N)nc(N)n1,alfa-for-sale.csv
3820,11906,ZINC000001511136,Nc1nc(N)c(N)c(N)n1,alfa-for-sale.csv
3821,11907,ZINC000001511380,CC(=O)Nc1nc(-c2ccc(Br)cc2)c(C)s1,alfa-for-sale.csv
3822,11909,ZINC000001512339,O=[N+]([O-])c1ccc(-c2nc3ccccc3[nH]2)cc1,alfa-for-sale.csv
3823,11916,ZINC000001518165,Fc1ccc2[nH]c(-c3ccc(Br)cc3)cc2c1,alfa-for-sale.csv
